date,hospital,department,admissions,discharges,recovered_patients,readmissions,deaths,bed_days,length_of_stay_days,beds_available,treatment_cost
2026-03-09,Riverside General,Cardiology,69,65,61,4,1,272,4.19,72,130835.35
2026-03-09,Riverside General,Surgery,66,62,57,4,1,366,5.9,64,121884.24
2026-03-09,Riverside General,Paediatrics,90,86,80,6,1,378,4.39,88,171959.65
2026-03-16,Riverside General,Emergency,160,150,141,10,2,658,4.39,116,283853.19
2026-03-16,Riverside General,Cardiology,73,69,63,4,1,268,3.89,72,139565.6
2026-03-16,Riverside General,Surgery,65,62,57,4,1,370,5.97,64,124728.76
2026-03-16,Riverside General,Paediatrics,93,89,82,6,1,344,3.87,88,162932.04
2026-03-23,Riverside General,Emergency,156,147,135,10,2,578,3.93,116,283849.14
2026-03-23,Riverside General,Cardiology,69,66,60,4,1,287,4.35,72,129333.43
2026-03-23,Riverside General,Surgery,61,57,53,4,0,324,5.68,64,117400.67
2026-03-23,Riverside General,Paediatrics,94,90,82,6,1,357,3.97,88,177767.64
2026-03-30,Riverside General,Emergency,168,160,144,10,2,626,3.91,116,320074.81
2026-03-30,Riverside General,Cardiology,74,70,64,5,1,282,4.03,72,130381.09
2026-03-30,Riverside General,Surgery,61,58,53,4,0,344,5.93,64,109435.55
2026-03-30,Riverside General,Paediatrics,90,85,80,6,1,330,3.88,88,158391.28
2026-04-06,Riverside General,Emergency,185,172,146,22,3,743,4.32,116,348017.59
2026-04-06,Riverside General,Cardiology,73,70,62,6,1,295,4.21,72,130244.29
2026-04-06,Riverside General,Surgery,63,60,55,5,1,335,5.58,64,119639.35
2026-04-06,Riverside General,Paediatrics,96,91,83,8,1,396,4.35,88,168077.15
2026-04-13,Riverside General,Emergency,199,189,166,25,3,748,3.96,116,378720.64
2026-04-13,Riverside General,Cardiology,73,69,63,6,1,299,4.33,72,133203.25
2026-04-13,Riverside General,Surgery,66,62,56,5,1,373,6.01,64,115951.69
2026-04-13,Riverside General,Paediatrics,99,95,84,8,1,372,3.92,88,173780.89
2026-04-20,Riverside General,Emergency,185,174,150,23,3,665,3.82,116,329435.22
2026-04-20,Riverside General,Cardiology,78,74,67,6,1,283,3.82,72,148198.52
2026-04-20,Riverside General,Surgery,63,59,54,5,1,345,5.84,64,111087.52
2026-04-20,Riverside General,Paediatrics,96,92,82,8,1,397,4.31,88,183301.54
2026-04-27,Riverside General,Emergency,190,182,157,24,3,715,3.93,116,355164.61
2026-04-27,Riverside General,Cardiology,73,69,61,6,1,283,4.1,72,136787.91
2026-04-27,Riverside General,Surgery,61,57,52,5,0,341,5.98,64,115122.71
2026-04-27,Riverside General,Paediatrics,95,88,78,7,1,335,3.81,88,170746.43
2026-05-04,Riverside General,Emergency,185,177,151,23,3,759,4.29,116,356996.89
2026-05-04,Riverside General,Cardiology,71,68,61,6,1,281,4.13,72,128359.2
2026-05-04,Riverside General,Surgery,58,55,49,5,0,333,6.06,64,106487.02
2026-05-04,Riverside General,Paediatrics,96,92,82,8,1,374,4.07,88,178364.82
2026-05-11,Riverside General,Emergency,186,176,151,23,3,695,3.95,116,350463.44
2026-05-11,Riverside General,Cardiology,79,74,66,6,1,283,3.82,72,139419.71
2026-05-11,Riverside General,Surgery,65,61,56,5,1,367,6.01,64,114514.27
2026-05-11,Riverside General,Paediatrics,102,97,86,8,1,380,3.92,88,190600.9
2026-05-18,Riverside General,Emergency,191,182,154,24,3,763,4.19,116,342852.6
2026-05-18,Riverside General,Cardiology,77,73,66,6,1,313,4.29,72,139722.08
2026-05-18,Riverside General,Surgery,65,62,57,5,1,378,6.1,64,114436.77
2026-05-18,Riverside General,Paediatrics,93,88,78,7,1,377,4.28,88,173646.76
2026-05-25,Riverside General,Emergency,195,187,163,24,3,772,4.13,116,343656.8
2026-05-25,Riverside General,Cardiology,73,68,62,6,1,262,3.86,72,140618.11
2026-05-25,Riverside General,Surgery,58,54,49,5,0,327,6.05,64,107319.33
2026-05-25,Riverside General,Paediatrics,90,84,77,7,1,342,4.07,88,162453.93
2026-06-01,Riverside General,Emergency,205,197,173,26,3,861,4.37,116,384321.83
2026-06-01,Riverside General,Cardiology,72,69,61,6,1,294,4.26,72,126251.63
2026-06-01,Riverside General,Surgery,59,55,49,5,0,327,5.94,64,109065.87
2026-06-01,Riverside General,Paediatrics,91,87,78,7,1,334,3.84,88,174108.53
2026-06-08,Riverside General,Emergency,194,184,159,24,3,758,4.12,116,354766.81
2026-06-08,Riverside General,Cardiology,76,71,63,6,1,307,4.33,72,139217.99
2026-06-08,Riverside General,Surgery,66,63,58,5,1,376,5.97,64,115659.21
2026-06-08,Riverside General,Paediatrics,90,84,75,7,1,333,3.97,88,161179.17
2026-06-15,Riverside General,Emergency,204,195,165,25,3,768,3.94,116,358282.62
2026-06-15,Riverside General,Cardiology,73,69,63,6,1,288,4.17,72,131209.01
2026-06-15,Riverside General,Surgery,66,62,55,5,1,357,5.76,64,122455.09
2026-06-15,Riverside General,Paediatrics,101,94,86,8,1,386,4.11,88,181644.86
2026-06-22,Riverside General,Emergency,191,183,159,24,3,736,4.02,116,364652.89
2026-06-22,Riverside General,Cardiology,72,67,60,6,1,272,4.06,72,126771.37
2026-06-22,Riverside General,Surgery,63,59,53,5,1,345,5.85,64,119036.34
2026-06-22,Riverside General,Paediatrics,92,86,76,7,1,343,3.99,88,177699.97
