date,school,campus,grade,students_enrolled,attendance_present,absences,graduations,disciplinary_incidents,avg_test_score,teacher_absences,operating_cost
2024-05-27,Northstar Public School,South Campus,Grade_9,285,271,14,0,2,75.5,1,26188.59
2024-06-03,Northstar Public School,North Campus,Grade_6,330,303,27,0,3,78.6,0,31204.8
2024-06-03,Northstar Public School,North Campus,Grade_7,325,297,28,0,3,73.7,1,28898.3
2024-06-03,Northstar Public School,North Campus,Grade_8,320,295,25,0,3,78.7,1,29908.81
2024-06-03,Northstar Public School,North Campus,Grade_9,310,286,24,1,2,75.2,1,28900.5
2024-06-03,Northstar Public School,South Campus,Grade_6,304,279,25,0,2,77.3,1,28562.56
2024-06-03,Northstar Public School,South Campus,Grade_7,299,275,24,0,2,73.8,1,27383.25
2024-06-03,Northstar Public School,South Campus,Grade_8,294,269,25,0,2,74.3,1,26749.34
2024-06-03,Northstar Public School,South Campus,Grade_9,285,265,20,1,2,74.7,1,25304.59
2024-06-10,Northstar Public School,North Campus,Grade_6,330,300,30,0,3,78.8,1,29939.1
2024-06-10,Northstar Public School,North Campus,Grade_7,325,295,30,0,3,77.0,1,30092.48
2024-06-10,Northstar Public School,North Campus,Grade_8,320,293,27,0,3,78.0,1,29829.72
2024-06-10,Northstar Public School,North Campus,Grade_9,310,286,24,1,2,74.6,0,28716.39
2024-06-10,Northstar Public School,South Campus,Grade_6,304,281,23,0,2,75.3,0,28323.43
2024-06-10,Northstar Public School,South Campus,Grade_7,299,274,25,0,2,77.3,0,26372.94
2024-06-10,Northstar Public School,South Campus,Grade_8,294,268,26,0,2,73.4,1,26124.82
2024-06-10,Northstar Public School,South Campus,Grade_9,285,260,25,1,2,78.2,0,25776.81
2024-06-17,Northstar Public School,North Campus,Grade_6,330,307,23,0,3,78.4,1,29413.68
2024-06-17,Northstar Public School,North Campus,Grade_7,325,298,27,0,3,77.0,1,30486.64
2024-06-17,Northstar Public School,North Campus,Grade_8,320,292,28,0,3,78.3,0,28851.94
2024-06-17,Northstar Public School,North Campus,Grade_9,310,287,23,1,2,77.5,1,28055.53
2024-06-17,Northstar Public School,South Campus,Grade_6,304,282,22,0,2,78.1,0,27205.4
2024-06-17,Northstar Public School,South Campus,Grade_7,299,273,26,0,2,74.3,1,26939.44
2024-06-17,Northstar Public School,South Campus,Grade_8,294,271,23,0,2,76.9,1,27229.64
2024-06-17,Northstar Public School,South Campus,Grade_9,285,259,26,1,2,76.0,1,26769.25
2024-06-24,Northstar Public School,North Campus,Grade_6,330,307,23,0,3,74.2,1,29095.04
2024-06-24,Northstar Public School,North Campus,Grade_7,325,302,23,0,3,74.6,0,28667.08
2024-06-24,Northstar Public School,North Campus,Grade_8,320,299,21,0,3,74.0,0,29277.98
2024-06-24,Northstar Public School,North Campus,Grade_9,310,288,22,1,2,73.9,0,27826.67
2024-06-24,Northstar Public School,South Campus,Grade_6,304,280,24,0,2,75.7,1,27445.58
2024-06-24,Northstar Public School,South Campus,Grade_7,299,278,21,0,2,77.4,0,26230.24
2024-06-24,Northstar Public School,South Campus,Grade_8,294,272,22,0,2,78.2,0,25938.2
2024-06-24,Northstar Public School,South Campus,Grade_9,285,259,26,1,2,75.2,0,25461.25
2024-07-01,Northstar Public School,North Campus,Grade_6,330,306,24,0,3,78.3,1,30428.65
2024-07-01,Northstar Public School,North Campus,Grade_7,325,297,28,0,3,78.6,0,29783.24
2024-07-01,Northstar Public School,North Campus,Grade_8,320,297,23,0,3,75.1,0,29840.35
2024-07-01,Northstar Public School,North Campus,Grade_9,310,282,28,0,2,74.0,1,28165.33
2024-07-01,Northstar Public School,South Campus,Grade_6,304,284,20,0,2,75.0,1,28545.56
2024-07-01,Northstar Public School,South Campus,Grade_7,299,275,24,0,2,78.4,0,28092.9
2024-07-01,Northstar Public School,South Campus,Grade_8,294,274,20,0,2,74.8,1,26809.09
2024-07-01,Northstar Public School,South Campus,Grade_9,285,264,21,0,2,78.3,1,24959.33
2024-07-08,Northstar Public School,North Campus,Grade_6,330,304,26,0,3,75.8,1,30714.33
2024-07-08,Northstar Public School,North Campus,Grade_7,325,300,25,0,3,78.8,1,29543.91
2024-07-08,Northstar Public School,North Campus,Grade_8,320,297,23,0,3,78.2,1,28201.23
2024-07-08,Northstar Public School,North Campus,Grade_9,310,289,21,0,2,73.4,1,28330.26
2024-07-08,Northstar Public School,South Campus,Grade_6,304,280,24,0,2,74.7,0,27275.53
2024-07-08,Northstar Public School,South Campus,Grade_7,299,277,22,0,2,77.2,0,27118.69
2024-07-08,Northstar Public School,South Campus,Grade_8,294,270,24,0,2,78.5,1,26872.01
2024-07-08,Northstar Public School,South Campus,Grade_9,285,266,19,0,2,78.3,0,25684.92
2024-07-15,Northstar Public School,North Campus,Grade_6,330,306,24,0,3,77.0,1,30233.74
2024-07-15,Northstar Public School,North Campus,Grade_7,325,301,24,0,3,79.0,1,30290.19
2024-07-15,Northstar Public School,North Campus,Grade_8,320,298,22,0,3,76.0,1,30072.47
2024-07-15,Northstar Public School,North Campus,Grade_9,310,286,24,0,2,78.5,1,27695.57
2024-07-15,Northstar Public School,South Campus,Grade_6,304,283,21,0,2,77.5,1,28258.09
2024-07-15,Northstar Public School,South Campus,Grade_7,299,277,22,0,2,73.1,1,28073.68
2024-07-15,Northstar Public School,South Campus,Grade_8,294,271,23,0,2,75.6,1,26589.38
2024-07-15,Northstar Public School,South Campus,Grade_9,285,266,19,0,2,78.0,0,25092.28
2024-07-22,Northstar Public School,North Campus,Grade_6,330,301,29,0,3,74.1,0,30974.43
2024-07-22,Northstar Public School,North Campus,Grade_7,325,301,24,0,3,75.9,0,28459.58
2024-07-22,Northstar Public School,North Campus,Grade_8,320,297,23,0,3,78.8,0,29226.46
2024-07-22,Northstar Public School,North Campus,Grade_9,310,284,26,0,2,76.1,1,28613.46
2024-07-22,Northstar Public School,South Campus,Grade_6,304,281,23,0,2,76.7,1,27365.16
2024-07-22,Northstar Public School,South Campus,Grade_7,299,273,26,0,2,73.2,1,27445.33
2024-07-22,Northstar Public School,South Campus,Grade_8,294,270,24,0,2,73.7,0,26349.08
2024-07-22,Northstar Public School,South Campus,Grade_9,285,263,22,0,2,77.7,0,25059.24
2024-07-29,Northstar Public School,North Campus,Grade_6,330,304,26,0,3,77.8,1,29637.67
2024-07-29,Northstar Public School,North Campus,Grade_7,325,298,27,0,3,76.1,0,30346.56
2024-07-29,Northstar Public School,North Campus,Grade_8,320,296,24,0,3,76.7,0,28471.79
2024-07-29,Northstar Public School,North Campus,Grade_9,310,287,23,0,2,74.9,1,28570.99
2024-07-29,Northstar Public School,South Campus,Grade_6,304,283,21,0,2,75.3,0,26980.48
2024-07-29,Northstar Public School,South Campus,Grade_7,299,274,25,0,2,76.6,1,27925.27
2024-07-29,Northstar Public School,South Campus,Grade_8,294,273,21,0,2,74.5,1,26660.39
2024-07-29,Northstar Public School,South Campus,Grade_9,285,266,19,0,2,75.8,0,26968.71
2024-08-05,Northstar Public School,North Campus,Grade_6,330,314,16,0,3,76.4,0,31046.22
2024-08-05,Northstar Public School,North Campus,Grade_7,325,306,19,0,3,75.4,0,30654.14
2024-08-05,Northstar Public School,North Campus,Grade_8,320,303,17,0,3,74.3,1,28780.69
2024-08-05,Northstar Public School,North Campus,Grade_9,310,291,19,0,2,75.4,0,28595.98
2024-08-05,Northstar Public School,South Campus,Grade_6,304,289,15,0,2,74.9,0,26558.05
2024-08-05,Northstar Public School,South Campus,Grade_7,299,282,17,0,2,74.7,1,26605.21
2024-08-05,Northstar Public School,South Campus,Grade_8,294,281,13,0,2,73.8,0,27149.95
2024-08-05,Northstar Public School,South Campus,Grade_9,285,270,15,0,2,73.9,0,26636.35
2024-08-12,Northstar Public School,North Campus,Grade_6,330,312,18,0,3,76.3,1,29022.38
2024-08-12,Northstar Public School,North Campus,Grade_7,325,310,15,0,3,75.4,0,28858.46
2024-08-12,Northstar Public School,North Campus,Grade_8,320,299,21,0,3,78.4,1,29997.46
2024-08-12,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,75.5,0,27096.78
2024-08-12,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,76.7,1,28522.72
2024-08-12,Northstar Public School,South Campus,Grade_7,299,283,16,0,2,74.8,1,26206.3
2024-08-12,Northstar Public School,South Campus,Grade_8,294,277,17,0,2,73.9,1,26557.69
2024-08-12,Northstar Public School,South Campus,Grade_9,285,268,17,0,2,76.6,1,25091.04
2024-08-19,Northstar Public School,North Campus,Grade_6,330,310,20,0,3,75.7,1,30644.94
2024-08-19,Northstar Public School,North Campus,Grade_7,325,308,17,0,3,78.7,1,30755.05
2024-08-19,Northstar Public School,North Campus,Grade_8,320,305,15,0,3,73.3,1,29943.23
2024-08-19,Northstar Public School,North Campus,Grade_9,310,294,16,0,2,74.8,1,28337.97
2024-08-19,Northstar Public School,South Campus,Grade_6,304,288,16,0,2,76.9,1,28275.5
2024-08-19,Northstar Public School,South Campus,Grade_7,299,286,13,0,2,74.7,1,28279.31
2024-08-19,Northstar Public School,South Campus,Grade_8,294,277,17,0,2,77.6,1,27410.68
2024-08-19,Northstar Public School,South Campus,Grade_9,285,273,12,0,2,74.9,0,26808.56
2024-08-26,Northstar Public School,North Campus,Grade_6,330,315,15,0,3,77.8,1,31225.27
2024-08-26,Northstar Public School,North Campus,Grade_7,325,311,14,0,3,76.7,1,28774.56
2024-08-26,Northstar Public School,North Campus,Grade_8,320,302,18,0,3,76.4,0,29235.13
2024-08-26,Northstar Public School,North Campus,Grade_9,310,293,17,0,2,74.4,1,28405.23
2024-08-26,Northstar Public School,South Campus,Grade_6,304,289,15,0,2,74.0,0,27936.57
2024-08-26,Northstar Public School,South Campus,Grade_7,299,285,14,0,2,74.5,1,27766.48
2024-08-26,Northstar Public School,South Campus,Grade_8,294,281,13,0,2,76.9,0,27528.22
2024-08-26,Northstar Public School,South Campus,Grade_9,285,271,14,0,2,78.8,0,24975.81
2024-09-02,Northstar Public School,North Campus,Grade_6,330,310,20,0,3,74.5,0,29800.75
2024-09-02,Northstar Public School,North Campus,Grade_7,325,310,15,0,3,78.3,0,28689.31
2024-09-02,Northstar Public School,North Campus,Grade_8,320,306,14,0,3,75.2,1,29609.68
2024-09-02,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,75.7,0,27094.43
2024-09-02,Northstar Public School,South Campus,Grade_6,304,284,20,0,2,77.4,0,28206.9
2024-09-02,Northstar Public School,South Campus,Grade_7,299,283,16,0,2,74.7,0,26911.22
2024-09-02,Northstar Public School,South Campus,Grade_8,294,277,17,0,2,77.8,0,27777.25
2024-09-02,Northstar Public School,South Campus,Grade_9,285,267,18,0,2,74.9,0,25505.08
2024-09-09,Northstar Public School,North Campus,Grade_6,330,315,15,0,3,76.8,0,30347.06
2024-09-09,Northstar Public School,North Campus,Grade_7,325,309,16,0,3,76.4,1,28514.16
2024-09-09,Northstar Public School,North Campus,Grade_8,320,306,14,0,3,76.4,1,29529.74
2024-09-09,Northstar Public School,North Campus,Grade_9,310,293,17,0,2,77.3,0,29010.16
2024-09-09,Northstar Public School,South Campus,Grade_6,304,288,16,0,2,74.9,1,27365.87
2024-09-09,Northstar Public School,South Campus,Grade_7,299,280,19,0,2,74.7,0,28007.68
2024-09-09,Northstar Public School,South Campus,Grade_8,294,278,16,0,2,78.2,0,25718.76
2024-09-09,Northstar Public School,South Campus,Grade_9,285,268,17,0,2,74.4,0,26497.79
2024-09-16,Northstar Public School,North Campus,Grade_6,330,315,15,0,3,75.9,0,29089.3
2024-09-16,Northstar Public School,North Campus,Grade_7,325,308,17,0,3,75.0,1,30229.87
2024-09-16,Northstar Public School,North Campus,Grade_8,320,299,21,0,3,78.0,1,28308.45
2024-09-16,Northstar Public School,North Campus,Grade_9,310,294,16,0,2,76.7,1,27741.77
2024-09-16,Northstar Public School,South Campus,Grade_6,304,289,15,0,2,76.8,1,28565.69
2024-09-16,Northstar Public School,South Campus,Grade_7,299,285,14,0,2,78.0,0,27486.47
2024-09-16,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,73.4,1,27334.88
2024-09-16,Northstar Public School,South Campus,Grade_9,285,267,18,0,2,77.4,1,25209.09
2024-09-23,Northstar Public School,North Campus,Grade_6,330,312,18,0,3,76.6,1,30331.92
2024-09-23,Northstar Public School,North Campus,Grade_7,325,306,19,0,3,78.0,1,28621.36
2024-09-23,Northstar Public School,North Campus,Grade_8,320,302,18,0,3,74.0,0,28839.47
2024-09-23,Northstar Public School,North Campus,Grade_9,310,294,16,0,2,78.6,1,28533.37
2024-09-23,Northstar Public School,South Campus,Grade_6,304,284,20,0,2,74.1,0,27669.08
2024-09-23,Northstar Public School,South Campus,Grade_7,299,283,16,0,2,75.0,0,26287.65
2024-09-23,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,74.2,1,26329.93
2024-09-23,Northstar Public School,South Campus,Grade_9,285,269,16,0,2,76.9,1,25604.47
2024-09-30,Northstar Public School,North Campus,Grade_6,330,313,17,0,3,78.7,1,29476.67
2024-09-30,Northstar Public School,North Campus,Grade_7,325,309,16,0,3,73.4,1,30062.98
2024-09-30,Northstar Public School,North Campus,Grade_8,320,306,14,0,3,73.8,1,29284.8
2024-09-30,Northstar Public School,North Campus,Grade_9,310,290,20,0,2,78.4,0,28508.36
2024-09-30,Northstar Public School,South Campus,Grade_6,304,285,19,0,2,74.5,0,26833.34
2024-09-30,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,76.3,0,27160.15
2024-09-30,Northstar Public School,South Campus,Grade_8,294,278,16,0,2,74.5,0,26723.24
2024-09-30,Northstar Public School,South Campus,Grade_9,285,269,16,0,2,78.9,1,25958.8
2024-10-07,Northstar Public School,North Campus,Grade_6,330,314,16,0,3,76.2,1,29978.98
2024-10-07,Northstar Public School,North Campus,Grade_7,325,306,19,0,3,74.1,0,28852.8
2024-10-07,Northstar Public School,North Campus,Grade_8,320,301,19,0,3,78.4,1,28974.32
2024-10-07,Northstar Public School,North Campus,Grade_9,310,292,18,0,2,73.5,0,28282.18
2024-10-07,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,75.6,1,27898.99
2024-10-07,Northstar Public School,South Campus,Grade_7,299,282,17,0,2,78.8,0,27950.08
2024-10-07,Northstar Public School,South Campus,Grade_8,294,276,18,0,2,77.9,1,26169.04
2024-10-07,Northstar Public School,South Campus,Grade_9,285,268,17,0,2,73.8,0,26487.21
2024-10-14,Northstar Public School,North Campus,Grade_6,330,311,19,0,3,76.3,1,29400.92
2024-10-14,Northstar Public School,North Campus,Grade_7,325,305,20,0,3,77.5,0,29959.05
2024-10-14,Northstar Public School,North Campus,Grade_8,320,304,16,0,3,74.3,1,29007.83
2024-10-14,Northstar Public School,North Campus,Grade_9,310,295,15,0,2,74.2,0,28304.47
2024-10-14,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,74.9,0,28160.2
2024-10-14,Northstar Public School,South Campus,Grade_7,299,282,17,0,2,77.7,0,27407.92
2024-10-14,Northstar Public School,South Campus,Grade_8,294,276,18,0,2,73.6,1,27234.25
2024-10-14,Northstar Public School,South Campus,Grade_9,285,271,14,0,2,76.4,0,26597.71
2024-10-21,Northstar Public School,North Campus,Grade_6,330,310,20,0,3,74.1,1,29974.28
2024-10-21,Northstar Public School,North Campus,Grade_7,325,310,15,0,3,77.7,1,28612.38
2024-10-21,Northstar Public School,North Campus,Grade_8,320,302,18,0,3,74.6,1,28853.89
2024-10-21,Northstar Public School,North Campus,Grade_9,310,292,18,0,2,77.6,0,28603.69
2024-10-21,Northstar Public School,South Campus,Grade_6,304,285,19,0,2,77.3,0,27030.95
2024-10-21,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,74.2,1,26368.52
2024-10-21,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,77.1,0,26182.63
2024-10-21,Northstar Public School,South Campus,Grade_9,285,267,18,0,2,76.5,0,24975.25
2024-10-28,Northstar Public School,North Campus,Grade_6,330,309,21,0,3,74.8,1,29849.81
2024-10-28,Northstar Public School,North Campus,Grade_7,325,308,17,0,3,79.0,1,29805.15
2024-10-28,Northstar Public School,North Campus,Grade_8,320,306,14,0,3,78.5,1,28949.04
2024-10-28,Northstar Public School,North Campus,Grade_9,310,293,17,0,2,74.6,1,28456.1
2024-10-28,Northstar Public School,South Campus,Grade_6,304,289,15,0,2,74.3,1,26844.88
2024-10-28,Northstar Public School,South Campus,Grade_7,299,285,14,0,2,78.7,1,26665.87
2024-10-28,Northstar Public School,South Campus,Grade_8,294,276,18,0,2,75.5,1,27007.39
2024-10-28,Northstar Public School,South Campus,Grade_9,285,270,15,0,2,74.6,1,25074.91
2024-11-04,Northstar Public School,North Campus,Grade_6,330,312,18,0,3,78.0,1,30517.67
2024-11-04,Northstar Public School,North Campus,Grade_7,325,307,18,0,3,74.3,1,30006.58
2024-11-04,Northstar Public School,North Campus,Grade_8,320,306,14,0,3,78.5,1,28614.75
2024-11-04,Northstar Public School,North Campus,Grade_9,310,294,16,0,2,78.2,0,27758.3
2024-11-04,Northstar Public School,South Campus,Grade_6,304,291,13,0,2,75.3,0,26838.09
2024-11-04,Northstar Public School,South Campus,Grade_7,299,283,16,0,2,75.7,1,26882.46
2024-11-04,Northstar Public School,South Campus,Grade_8,294,279,15,0,2,73.1,0,25870.43
2024-11-04,Northstar Public School,South Campus,Grade_9,285,273,12,0,2,78.9,1,26336.93
2024-11-11,Northstar Public School,North Campus,Grade_6,330,315,15,0,3,76.5,1,30219.29
2024-11-11,Northstar Public School,North Campus,Grade_7,325,309,16,0,3,73.1,1,30103.24
2024-11-11,Northstar Public School,North Campus,Grade_8,320,301,19,0,3,75.1,1,29602.56
2024-11-11,Northstar Public School,North Campus,Grade_9,310,292,18,0,2,74.8,1,27195.65
2024-11-11,Northstar Public School,South Campus,Grade_6,304,289,15,0,2,78.5,0,28230.12
2024-11-11,Northstar Public School,South Campus,Grade_7,299,282,17,0,2,77.2,1,27186.55
2024-11-11,Northstar Public School,South Campus,Grade_8,294,280,14,0,2,78.1,1,26744.84
2024-11-11,Northstar Public School,South Campus,Grade_9,285,271,14,0,2,73.9,1,25109.45
2024-11-18,Northstar Public School,North Campus,Grade_6,330,312,18,0,3,75.6,1,29116.85
2024-11-18,Northstar Public School,North Campus,Grade_7,325,310,15,0,3,76.3,0,29015.13
2024-11-18,Northstar Public School,North Campus,Grade_8,320,302,18,0,3,77.8,0,28429.56
2024-11-18,Northstar Public School,North Campus,Grade_9,310,292,18,0,2,78.6,0,28240.88
2024-11-18,Northstar Public School,South Campus,Grade_6,304,285,19,0,2,78.7,1,27533.32
2024-11-18,Northstar Public School,South Campus,Grade_7,299,285,14,0,2,75.8,0,27856.74
2024-11-18,Northstar Public School,South Campus,Grade_8,294,277,17,0,2,78.3,1,26508.74
2024-11-18,Northstar Public School,South Campus,Grade_9,285,268,17,0,2,73.5,0,25775.43
2024-11-25,Northstar Public School,North Campus,Grade_6,330,316,14,0,3,75.4,0,30957.85
2024-11-25,Northstar Public School,North Campus,Grade_7,325,305,20,0,3,78.5,1,28858.43
2024-11-25,Northstar Public School,North Campus,Grade_8,320,303,17,0,3,75.6,1,29706.73
2024-11-25,Northstar Public School,North Campus,Grade_9,310,291,19,0,2,75.3,0,27663.67
2024-11-25,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,73.3,1,28632.76
2024-11-25,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,76.1,0,27091.61
2024-11-25,Northstar Public School,South Campus,Grade_8,294,279,15,0,2,77.9,0,27493.36
2024-11-25,Northstar Public School,South Campus,Grade_9,285,269,16,0,2,74.4,0,25956.91
2024-12-02,Northstar Public School,North Campus,Grade_6,330,300,30,0,3,74.5,1,30312.73
2024-12-02,Northstar Public School,North Campus,Grade_7,325,297,28,0,3,76.7,1,30179.71
2024-12-02,Northstar Public School,North Campus,Grade_8,320,294,26,0,3,78.0,1,30279.58
2024-12-02,Northstar Public School,North Campus,Grade_9,310,289,21,0,2,77.9,1,29225.3
2024-12-02,Northstar Public School,South Campus,Grade_6,304,277,27,0,2,78.7,1,26906.82
2024-12-02,Northstar Public School,South Campus,Grade_7,299,278,21,0,2,76.4,0,27697.59
2024-12-02,Northstar Public School,South Campus,Grade_8,294,273,21,0,2,78.4,0,27792.83
2024-12-02,Northstar Public School,South Campus,Grade_9,285,265,20,0,2,75.7,1,25187.39
2024-12-09,Northstar Public School,North Campus,Grade_6,330,302,28,0,3,74.2,0,30863.04
2024-12-09,Northstar Public School,North Campus,Grade_7,325,299,26,0,3,78.9,1,30101.05
2024-12-09,Northstar Public School,North Campus,Grade_8,320,294,26,0,3,74.1,0,29440.68
2024-12-09,Northstar Public School,North Campus,Grade_9,310,283,27,0,2,78.4,1,28397.21
2024-12-09,Northstar Public School,South Campus,Grade_6,304,278,26,0,2,74.9,1,28333.67
2024-12-09,Northstar Public School,South Campus,Grade_7,299,276,23,0,2,77.9,1,26572.11
2024-12-09,Northstar Public School,South Campus,Grade_8,294,272,22,0,2,73.4,1,27704.28
2024-12-09,Northstar Public School,South Campus,Grade_9,285,261,24,0,2,75.2,0,25806.45
2024-12-16,Northstar Public School,North Campus,Grade_6,330,302,28,0,3,77.0,1,30431.32
2024-12-16,Northstar Public School,North Campus,Grade_7,325,301,24,0,3,73.7,1,29310.42
2024-12-16,Northstar Public School,North Campus,Grade_8,320,297,23,0,3,73.7,0,28809.2
2024-12-16,Northstar Public School,North Campus,Grade_9,310,286,24,0,2,78.5,0,27228.47
2024-12-16,Northstar Public School,South Campus,Grade_6,304,281,23,0,2,73.6,0,27419.75
2024-12-16,Northstar Public School,South Campus,Grade_7,299,279,20,0,2,74.1,1,26482.95
2024-12-16,Northstar Public School,South Campus,Grade_8,294,268,26,0,2,73.2,1,27463.76
2024-12-16,Northstar Public School,South Campus,Grade_9,285,259,26,0,2,77.2,1,25366.04
2024-12-23,Northstar Public School,North Campus,Grade_6,330,306,24,0,3,74.7,0,29122.7
2024-12-23,Northstar Public School,North Campus,Grade_7,325,301,24,0,3,76.1,0,28548.44
2024-12-23,Northstar Public School,North Campus,Grade_8,320,296,24,0,3,78.8,0,30255.47
2024-12-23,Northstar Public School,North Campus,Grade_9,310,289,21,0,2,78.8,1,29291.8
2024-12-23,Northstar Public School,South Campus,Grade_6,304,282,22,0,2,77.0,0,27464.41
2024-12-23,Northstar Public School,South Campus,Grade_7,299,272,27,0,2,74.9,1,26600.1
2024-12-23,Northstar Public School,South Campus,Grade_8,294,268,26,0,2,73.2,1,27034.51
2024-12-23,Northstar Public School,South Campus,Grade_9,285,263,22,0,2,77.3,0,25290.98
2024-12-30,Northstar Public School,North Campus,Grade_6,330,304,26,0,3,78.4,1,29741.8
2024-12-30,Northstar Public School,North Campus,Grade_7,325,297,28,0,3,76.2,0,29458.3
2024-12-30,Northstar Public School,North Campus,Grade_8,320,292,28,0,3,74.4,1,28646.04
2024-12-30,Northstar Public School,North Campus,Grade_9,310,285,25,0,2,74.5,0,27338.29
2024-12-30,Northstar Public School,South Campus,Grade_6,304,278,26,0,2,77.1,1,27274.93
2024-12-30,Northstar Public School,South Campus,Grade_7,299,274,25,0,2,74.6,0,27209.74
2024-12-30,Northstar Public School,South Campus,Grade_8,294,271,23,0,2,75.1,0,25759.98
2024-12-30,Northstar Public School,South Campus,Grade_9,285,260,25,0,2,78.9,0,26183.89
2025-01-06,Northstar Public School,North Campus,Grade_6,330,315,15,0,3,78.5,0,31132.04
2025-01-06,Northstar Public School,North Campus,Grade_7,325,308,17,0,3,73.1,1,28885.39
2025-01-06,Northstar Public School,North Campus,Grade_8,320,304,16,0,3,77.0,0,28491.43
2025-01-06,Northstar Public School,North Campus,Grade_9,310,292,18,0,2,76.6,1,28435.33
2025-01-06,Northstar Public School,South Campus,Grade_6,304,288,16,0,2,75.8,1,27070.75
2025-01-06,Northstar Public School,South Campus,Grade_7,299,286,13,0,2,77.4,1,26309.69
2025-01-06,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,75.3,0,26472.37
2025-01-06,Northstar Public School,South Campus,Grade_9,285,271,14,0,2,78.8,0,26776.03
2025-01-13,Northstar Public School,North Campus,Grade_6,330,314,16,0,3,74.0,0,29613.59
2025-01-13,Northstar Public School,North Campus,Grade_7,325,311,14,0,3,75.9,0,30410.7
2025-01-13,Northstar Public School,North Campus,Grade_8,320,304,16,0,3,73.0,1,29461.63
2025-01-13,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,78.6,0,27180.42
2025-01-13,Northstar Public School,South Campus,Grade_6,304,286,18,0,2,78.3,0,27377.94
2025-01-13,Northstar Public School,South Campus,Grade_7,299,281,18,0,2,73.9,0,26522.99
2025-01-13,Northstar Public School,South Campus,Grade_8,294,279,15,0,2,76.3,1,27691.78
2025-01-13,Northstar Public School,South Campus,Grade_9,285,268,17,0,2,73.2,1,26097.59
2025-01-20,Northstar Public School,North Campus,Grade_6,330,310,20,0,3,78.1,1,30766.01
2025-01-20,Northstar Public School,North Campus,Grade_7,325,311,14,0,3,74.0,1,29086.18
2025-01-20,Northstar Public School,North Campus,Grade_8,320,306,14,0,3,75.9,1,30271.5
2025-01-20,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,74.6,0,27572.26
2025-01-20,Northstar Public School,South Campus,Grade_6,304,289,15,0,2,78.8,1,28483.2
2025-01-20,Northstar Public School,South Campus,Grade_7,299,285,14,0,2,75.5,0,27767.57
2025-01-20,Northstar Public School,South Campus,Grade_8,294,277,17,0,2,77.5,0,26867.65
2025-01-20,Northstar Public School,South Campus,Grade_9,285,267,18,0,2,73.9,0,26845.1
2025-01-27,Northstar Public School,North Campus,Grade_6,330,310,20,0,3,76.1,0,29309.24
2025-01-27,Northstar Public School,North Campus,Grade_7,325,309,16,0,3,78.1,1,29092.84
2025-01-27,Northstar Public School,North Campus,Grade_8,320,300,20,0,3,75.4,1,29612.48
2025-01-27,Northstar Public School,North Campus,Grade_9,310,297,13,0,2,73.6,0,27548.71
2025-01-27,Northstar Public School,South Campus,Grade_6,304,285,19,0,2,73.9,0,27895.76
2025-01-27,Northstar Public School,South Campus,Grade_7,299,281,18,0,2,77.9,1,26346.47
2025-01-27,Northstar Public School,South Campus,Grade_8,294,280,14,0,2,73.0,0,26350.55
2025-01-27,Northstar Public School,South Campus,Grade_9,285,272,13,0,2,78.8,0,26869.16
2025-02-03,Northstar Public School,North Campus,Grade_6,330,316,14,0,3,74.0,0,30660.01
2025-02-03,Northstar Public School,North Campus,Grade_7,325,308,17,0,3,74.2,0,29842.83
2025-02-03,Northstar Public School,North Campus,Grade_8,320,300,20,0,3,78.9,0,28348.19
2025-02-03,Northstar Public School,North Campus,Grade_9,310,294,16,0,2,76.2,0,28901.9
2025-02-03,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,77.5,0,26963.46
2025-02-03,Northstar Public School,South Campus,Grade_7,299,280,19,0,2,73.2,0,28171.55
2025-02-03,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,74.6,1,27798.04
2025-02-03,Northstar Public School,South Campus,Grade_9,285,267,18,0,2,75.7,0,25281.19
2025-02-10,Northstar Public School,North Campus,Grade_6,330,316,14,0,3,78.8,1,29287.33
2025-02-10,Northstar Public School,North Campus,Grade_7,325,305,20,0,3,74.0,1,29064.33
2025-02-10,Northstar Public School,North Campus,Grade_8,320,301,19,0,3,77.2,1,29109.36
2025-02-10,Northstar Public School,North Campus,Grade_9,310,291,19,0,2,73.7,1,28755.09
2025-02-10,Northstar Public School,South Campus,Grade_6,304,285,19,0,2,76.2,0,28179.05
2025-02-10,Northstar Public School,South Campus,Grade_7,299,282,17,0,2,75.7,0,26455.51
2025-02-10,Northstar Public School,South Campus,Grade_8,294,277,17,0,2,77.9,0,26662.21
