date,region,product,channel,segment,revenue,units_sold,orders,customers,fulfilled_orders,stockout_events,inventory_units,cost_of_goods,marketing_spend,returns,support_tickets
2024-04-22,East,Product C,Retail Partner,SMB,3718.52,9,3,3,3,0,42,2296.43,194.56,0,1
2024-04-22,West,Product A,Online,Enterprise,12311.28,45,13,10,13,0,206,6946.38,1087.89,1,2
2024-04-22,West,Product A,Online,SMB,8884.37,32,12,9,12,1,139,4838.63,829.85,1,2
2024-04-22,West,Product A,Retail Partner,Enterprise,8889.13,33,9,7,9,0,150,4919.94,471.67,1,1
2024-04-22,West,Product A,Retail Partner,SMB,5773.02,20,8,6,8,0,99,3020.54,294.17,1,1
2024-04-22,West,Product B,Online,Enterprise,6514.21,33,9,7,9,0,164,3957.44,639.8,1,1
2024-04-22,West,Product B,Online,SMB,3924.63,20,8,6,8,0,101,2375.4,395.62,1,1
2024-04-22,West,Product B,Retail Partner,Enterprise,4594.22,24,7,5,7,0,116,2828.42,259.74,0,1
2024-04-22,West,Product B,Retail Partner,SMB,2680.48,14,5,4,5,0,75,1623.38,131.3,0,1
2024-04-22,West,Product C,Online,Enterprise,9222.63,23,6,5,6,0,120,5850.11,834.1,0,1
2024-04-22,West,Product C,Online,SMB,6921.79,16,6,5,6,0,73,4256.1,726.61,0,1
2024-04-22,West,Product C,Retail Partner,Enterprise,7398.22,17,5,4,5,0,78,4396.11,392.46,0,1
2024-04-22,West,Product C,Retail Partner,SMB,5207.71,12,5,4,5,0,52,3246.38,270.31,0,1
2024-04-29,North,Product A,Online,Enterprise,12509.34,46,13,9,13,1,224,6802.78,1299.63,1,2
2024-04-29,North,Product A,Online,SMB,8115.71,31,12,9,12,1,147,4573.07,702.46,1,2
2024-04-29,North,Product A,Retail Partner,Enterprise,8482.71,31,9,7,9,0,154,4630.88,463.22,1,1
2024-04-29,North,Product A,Retail Partner,SMB,5666.54,21,8,6,8,0,114,3206.13,249.99,1,1
2024-04-29,North,Product B,Online,Enterprise,6534.22,34,10,7,10,0,182,3985.95,641.9,1,1
2024-04-29,North,Product B,Online,SMB,4323.61,22,8,7,8,1,118,2604.62,438.38,0,1
2024-04-29,North,Product B,Retail Partner,Enterprise,5109.18,25,7,6,7,0,109,2944.99,299.03,0,1
2024-04-29,North,Product B,Retail Partner,SMB,3463.36,18,7,5,7,0,73,2077.51,203.36,0,1
2024-04-29,North,Product C,Online,Enterprise,10562.72,25,7,5,7,0,126,6417.36,911.17,1,1
2024-04-29,North,Product C,Online,SMB,7156.94,17,6,5,6,0,82,4284.29,613.37,0,1
2024-04-29,North,Product C,Retail Partner,Enterprise,7661.67,18,5,4,5,0,85,4745.45,387.69,0,1
2024-04-29,North,Product C,Retail Partner,SMB,5095.52,12,5,4,5,0,65,3091.85,260.54,0,1
2024-04-29,South,Product A,Online,Enterprise,10109.34,37,10,8,10,0,185,5474.13,767.71,1,1
2024-04-29,South,Product A,Online,SMB,6534.62,24,9,7,9,0,122,3675.94,557.25,1,1
2024-04-29,South,Product A,Retail Partner,Enterprise,6530.59,24,7,5,7,0,126,3660.35,305.1,0,1
2024-04-29,South,Product A,Retail Partner,SMB,4632.24,17,6,5,6,0,83,2525.47,252.37,0,1
2024-04-29,South,Product B,Online,Enterprise,5850.34,30,9,7,9,0,128,3529.47,507.44,1,1
2024-04-29,South,Product B,Online,SMB,3596.75,18,7,5,7,0,88,2152.48,358.49,1,1
2024-04-29,South,Product B,Retail Partner,Enterprise,3703.6,19,5,4,5,0,101,2273.86,202.92,0,1
2024-04-29,South,Product B,Retail Partner,SMB,2469.2,12,5,4,5,0,64,1489.17,124.18,0,1
2024-04-29,South,Product C,Online,Enterprise,9145.13,22,6,5,6,0,102,5580.53,726.7,0,1
2024-04-29,South,Product C,Online,SMB,6058.54,14,5,4,5,0,69,3715.81,540.04,0,1
2024-04-29,South,Product C,Retail Partner,Enterprise,5783.22,14,4,3,4,0,71,3515.32,311.65,0,1
2024-04-29,South,Product C,Retail Partner,SMB,3928.38,9,4,3,4,0,50,2413.89,207.24,0,1
2024-04-29,East,Product A,Online,Enterprise,9282.49,35,10,8,10,0,162,5310.8,855.09,1,1
2024-04-29,East,Product A,Online,SMB,6544.44,24,9,7,9,0,102,3537.62,635.58,0,2
2024-04-29,East,Product A,Retail Partner,Enterprise,5943.36,22,6,5,6,0,105,3326.08,309.76,0,1
2024-04-29,East,Product A,Retail Partner,SMB,4685.58,17,7,5,7,0,79,2601.1,243.74,1,1
2024-04-29,East,Product B,Online,Enterprise,4700.2,24,7,5,7,1,119,2903.76,436.9,0,1
2024-04-29,East,Product B,Online,SMB,2982.51,15,6,5,6,0,76,1810.31,259.45,0,1
2024-04-29,East,Product B,Retail Partner,Enterprise,3421.6,18,5,4,5,0,84,2070.71,183.31,0,1
2024-04-29,East,Product B,Retail Partner,SMB,2318.03,12,5,4,5,0,58,1415.97,127.97,0,1
2024-04-29,East,Product C,Online,Enterprise,8021.88,19,5,4,5,0,96,4923.49,864.84,0,1
2024-04-29,East,Product C,Online,SMB,5459.92,13,5,4,5,0,60,3345.7,528.22,0,1
2024-04-29,East,Product C,Retail Partner,Enterprise,5441.7,13,4,3,4,0,63,3357.52,270.95,0,0
2024-04-29,East,Product C,Retail Partner,SMB,3556.87,8,3,3,3,0,45,2178.58,180.5,0,0
2024-04-29,West,Product A,Online,Enterprise,11435.52,41,12,9,12,0,221,6322.6,1029.04,1,2
2024-04-29,West,Product A,Online,SMB,7709.11,28,11,8,11,1,142,4235.31,627.16,1,2
2024-04-29,West,Product A,Retail Partner,Enterprise,8803.27,32,9,7,9,0,132,4849.14,424.97,0,1
2024-04-29,West,Product A,Retail Partner,SMB,5541.13,20,8,6,8,1,100,3015.81,280.91,0,1
2024-04-29,West,Product B,Online,Enterprise,6021.52,31,9,7,9,1,146,3695.0,593.69,0,2
2024-04-29,West,Product B,Online,SMB,3860.34,20,8,6,8,0,119,2385.91,366.89,0,1
2024-04-29,West,Product B,Retail Partner,Enterprise,4652.59,24,7,5,7,0,122,2794.94,225.3,1,1
2024-04-29,West,Product B,Retail Partner,SMB,2850.53,14,6,5,6,0,75,1697.51,144.4,0,1
2024-04-29,West,Product C,Online,Enterprise,10190.3,24,7,5,7,0,113,6342.35,994.65,0,1
2024-04-29,West,Product C,Online,SMB,6813.23,16,6,5,6,0,70,4139.17,611.85,0,1
2024-04-29,West,Product C,Retail Partner,Enterprise,7507.97,18,5,4,5,0,81,4753.78,382.56,0,1
2024-04-29,West,Product C,Retail Partner,SMB,4789.87,11,4,3,4,0,59,3038.17,280.08,0,1
2024-05-06,North,Product A,Online,Enterprise,13870.13,52,15,12,15,1,232,7874.11,1262.24,1,2
2024-05-06,North,Product A,Online,SMB,7875.25,29,11,9,11,1,147,4377.7,760.89,1,2
2024-05-06,North,Product A,Retail Partner,Enterprise,9749.98,36,10,8,10,1,155,5463.41,466.58,1,2
2024-05-06,North,Product A,Retail Partner,SMB,6421.31,23,9,7,9,0,120,3487.17,324.3,0,2
2024-05-06,North,Product B,Online,Enterprise,6825.74,35,10,7,10,0,169,4111.3,666.62,1,1
2024-05-06,North,Product B,Online,SMB,4405.46,23,9,7,9,1,124,2697.95,415.66,1,2
2024-05-06,North,Product B,Retail Partner,Enterprise,4948.11,26,7,5,7,0,125,3007.99,234.65,0,1
2024-05-06,North,Product B,Retail Partner,SMB,3200.02,17,6,5,6,0,88,1975.45,155.49,0,1
2024-05-06,North,Product C,Online,Enterprise,10273.89,24,7,5,7,0,123,6277.49,1078.42,0,1
2024-05-06,North,Product C,Online,SMB,7894.43,18,7,6,7,0,86,4756.75,776.13,0,1
2024-05-06,North,Product C,Retail Partner,Enterprise,8737.3,21,6,5,6,0,90,5436.62,512.99,0,1
2024-05-06,North,Product C,Retail Partner,SMB,5183.91,12,5,4,5,0,63,3071.88,286.0,0,1
2024-05-06,South,Product A,Online,Enterprise,10819.13,38,11,9,11,1,186,5936.66,997.47,1,2
2024-05-06,South,Product A,Online,SMB,6733.16,24,9,7,9,0,131,3717.49,630.22,1,1
2024-05-06,South,Product A,Retail Partner,Enterprise,7690.07,28,8,6,8,0,143,4253.88,441.48,0,1
2024-05-06,South,Product A,Retail Partner,SMB,4926.3,18,7,6,7,0,92,2686.39,267.95,1,1
2024-05-06,South,Product B,Online,Enterprise,5940.44,31,9,7,9,0,131,3646.73,511.93,1,1
2024-05-06,South,Product B,Online,SMB,3254.23,17,7,5,7,0,92,2027.78,323.04,0,1
2024-05-06,South,Product B,Retail Partner,Enterprise,3999.6,21,6,5,6,0,96,2461.47,193.61,1,1
2024-05-06,South,Product B,Retail Partner,SMB,2594.01,13,5,4,5,0,64,1574.93,119.49,0,1
2024-05-06,South,Product C,Online,Enterprise,9650.03,23,7,5,7,0,94,6037.39,867.36,0,1
2024-05-06,South,Product C,Online,SMB,6025.15,14,5,4,5,0,70,3707.98,590.93,0,1
2024-05-06,South,Product C,Retail Partner,Enterprise,6216.52,14,4,3,4,0,76,3798.51,338.82,0,1
2024-05-06,South,Product C,Retail Partner,SMB,4598.61,11,4,3,4,0,47,2764.87,227.98,0,1
2024-05-06,East,Product A,Online,Enterprise,9367.61,35,10,8,10,0,171,5305.5,882.02,1,2
2024-05-06,East,Product A,Online,SMB,6122.71,22,9,7,9,0,101,3361.98,607.98,1,1
2024-05-06,East,Product A,Retail Partner,Enterprise,6321.41,23,7,5,7,0,117,3509.67,307.94,1,1
2024-05-06,East,Product A,Retail Partner,SMB,4200.99,15,6,5,6,0,70,2296.92,236.09,0,1
2024-05-06,East,Product B,Online,Enterprise,4857.69,25,7,6,7,0,116,2921.04,429.13,0,1
2024-05-06,East,Product B,Online,SMB,3116.29,16,6,5,6,0,80,1894.18,241.47,0,1
2024-05-06,East,Product B,Retail Partner,Enterprise,3775.84,19,6,4,6,0,83,2286.43,221.45,0,1
2024-05-06,East,Product B,Retail Partner,SMB,2053.17,10,4,3,4,0,59,1226.4,104.02,0,1
2024-05-06,East,Product C,Online,Enterprise,8002.19,19,5,4,5,0,100,4947.82,645.15,0,1
2024-05-06,East,Product C,Online,SMB,5547.37,13,5,4,5,0,61,3335.59,551.97,0,1
2024-05-06,East,Product C,Retail Partner,Enterprise,5946.21,14,4,3,4,0,64,3641.18,275.16,0,0
2024-05-06,East,Product C,Retail Partner,SMB,3437.63,8,3,3,3,0,42,2048.39,169.27,0,0
2024-05-06,West,Product A,Online,Enterprise,12127.42,44,12,9,12,0,205,6690.85,1184.29,1,2
2024-05-06,West,Product A,Online,SMB,7021.89,25,10,8,10,0,146,3850.71,672.85,1,2
2024-05-06,West,Product A,Retail Partner,Enterprise,8418.42,30,9,6,9,1,160,4552.48,468.06,0,2
2024-05-06,West,Product A,Retail Partner,SMB,5334.36,20,8,6,8,0,114,2931.19,272.98,1,1
2024-05-06,West,Product B,Online,Enterprise,5999.48,31,9,7,9,0,164,3593.46,535.57,1,1
2024-05-06,West,Product B,Online,SMB,3900.22,20,8,6,8,1,102,2364.43,368.63,1,1
2024-05-06,West,Product B,Retail Partner,Enterprise,4634.03,24,7,5,7,0,116,2821.1,253.78,1,1
2024-05-06,West,Product B,Retail Partner,SMB,3222.62,17,6,5,6,0,69,1969.14,174.25,0,1
2024-05-06,West,Product C,Online,Enterprise,10659.66,26,7,6,7,0,129,6697.64,962.39,0,1
2024-05-06,West,Product C,Online,SMB,6460.68,16,6,5,6,0,77,3986.73,576.19,0,1
2024-05-06,West,Product C,Retail Partner,Enterprise,7414.36,17,5,4,5,0,86,4599.18,331.12,0,1
2024-05-06,West,Product C,Retail Partner,SMB,5052.18,12,5,4,5,0,57,3113.58,278.5,0,1
2024-05-13,North,Product A,Online,Enterprise,13373.9,49,14,11,14,1,231,7355.53,1247.47,1,2
2024-05-13,North,Product A,Online,SMB,7983.16,29,11,8,11,0,159,4400.61,758.42,1,2
2024-05-13,North,Product A,Retail Partner,Enterprise,8274.28,30,9,6,9,0,150,4518.84,463.35,1,1
2024-05-13,North,Product A,Retail Partner,SMB,6142.53,22,9,7,9,0,115,3391.77,261.06,1,1
2024-05-13,North,Product B,Online,Enterprise,6348.11,33,9,7,9,0,180,3828.76,560.24,1,1
2024-05-13,North,Product B,Online,SMB,4031.64,21,8,6,8,0,106,2500.98,353.42,1,1
2024-05-13,North,Product B,Retail Partner,Enterprise,4894.61,25,7,6,7,0,124,2979.8,239.85,0,1
2024-05-13,North,Product B,Retail Partner,SMB,3240.51,17,6,5,6,0,81,1935.16,169.96,0,1
2024-05-13,North,Product C,Online,Enterprise,11166.75,27,8,6,8,0,121,7007.11,906.66,0,1
2024-05-13,North,Product C,Online,SMB,7037.85,17,6,5,6,0,85,4297.44,652.52,0,1
2024-05-13,North,Product C,Retail Partner,Enterprise,7845.87,19,5,4,5,0,92,4894.56,450.87,0,1
2024-05-13,North,Product C,Retail Partner,SMB,5376.1,13,5,4,5,0,63,3227.96,287.01,0,1
2024-05-13,South,Product A,Online,Enterprise,11602.36,42,12,9,12,0,186,6352.32,1101.78,1,2
2024-05-13,South,Product A,Online,SMB,7574.61,28,11,9,11,1,121,4163.96,668.0,1,2
2024-05-13,South,Product A,Retail Partner,Enterprise,7406.15,27,8,6,8,0,142,3997.61,339.54,1,1
2024-05-13,South,Product A,Retail Partner,SMB,4904.08,18,7,6,7,0,89,2727.06,279.32,1,1
2024-05-13,South,Product B,Online,Enterprise,5694.09,29,8,6,8,0,140,3466.44,506.63,1,1
2024-05-13,South,Product B,Online,SMB,3347.38,17,7,5,7,0,87,2064.51,308.48,0,1
2024-05-13,South,Product B,Retail Partner,Enterprise,3632.23,19,5,4,5,0,101,2228.36,188.8,0,1
2024-05-13,South,Product B,Retail Partner,SMB,2791.99,14,5,4,5,0,68,1679.04,144.62,0,1
2024-05-13,South,Product C,Online,Enterprise,9491.15,22,6,5,6,0,109,5734.05,878.4,0,1
2024-05-13,South,Product C,Online,SMB,5874.44,14,5,4,5,0,64,3628.7,616.09,0,1
2024-05-13,South,Product C,Retail Partner,Enterprise,6149.02,15,4,3,4,0,74,3939.05,317.11,0,1
2024-05-13,South,Product C,Retail Partner,SMB,3984.8,9,4,3,4,0,50,2448.06,192.03,0,0
2024-05-13,East,Product A,Online,Enterprise,9690.42,36,10,8,10,0,156,5366.72,907.09,1,1
2024-05-13,East,Product A,Online,SMB,6377.65,23,9,7,9,0,101,3484.36,529.83,0,1
2024-05-13,East,Product A,Retail Partner,Enterprise,7395.69,26,8,6,8,0,113,3991.14,418.56,0,2
2024-05-13,East,Product A,Retail Partner,SMB,4250.51,16,6,5,6,0,79,2370.51,213.21,0,1
2024-05-13,East,Product B,Online,Enterprise,4795.81,25,7,6,7,0,132,2915.1,421.43,0,1
2024-05-13,East,Product B,Online,SMB,3563.09,19,7,5,7,0,79,2212.13,303.73,1,1
2024-05-13,East,Product B,Retail Partner,Enterprise,3237.33,17,5,4,5,0,82,1990.89,181.08,0,1
2024-05-13,East,Product B,Retail Partner,SMB,2390.73,12,5,4,5,0,60,1424.12,122.71,0,1
2024-05-13,East,Product C,Online,Enterprise,8156.26,19,5,4,5,0,84,5016.08,762.44,0,1
2024-05-13,East,Product C,Online,SMB,4785.55,11,4,3,4,0,58,2862.44,439.76,0,1
2024-05-13,East,Product C,Retail Partner,Enterprise,5610.02,13,4,3,4,0,64,3359.73,287.34,0,0
2024-05-13,East,Product C,Retail Partner,SMB,3584.76,8,3,3,3,0,45,2183.97,169.94,0,1
2024-05-13,West,Product A,Online,Enterprise,11760.83,43,12,10,12,1,227,6423.22,1015.95,1,2
2024-05-13,West,Product A,Online,SMB,8451.85,31,12,9,12,1,146,4635.66,769.29,1,1
2024-05-13,West,Product A,Retail Partner,Enterprise,8627.11,32,9,7,9,1,152,4764.37,453.75,0,1
2024-05-13,West,Product A,Retail Partner,SMB,6140.95,22,9,6,9,0,98,3427.59,342.98,0,1
2024-05-13,West,Product B,Online,Enterprise,6480.9,34,10,8,10,1,157,3995.3,552.96,1,1
2024-05-13,West,Product B,Online,SMB,3895.2,20,8,6,8,0,115,2384.27,322.26,0,1
2024-05-13,West,Product B,Retail Partner,Enterprise,4893.92,24,7,5,7,0,104,2880.58,237.55,0,1
2024-05-13,West,Product B,Retail Partner,SMB,2984.7,15,6,4,6,0,77,1821.29,141.25,0,1
2024-05-13,West,Product C,Online,Enterprise,9623.58,23,7,6,7,0,121,5978.2,1068.82,0,1
2024-05-13,West,Product C,Online,SMB,6864.4,16,6,5,6,0,75,4170.15,588.01,0,1
2024-05-13,West,Product C,Retail Partner,Enterprise,7448.45,18,5,4,5,0,86,4611.18,374.01,0,1
2024-05-13,West,Product C,Retail Partner,SMB,5202.99,12,5,4,5,0,56,3230.99,252.52,0,1
2024-05-20,North,Product A,Online,Enterprise,12516.67,46,13,10,13,1,221,6849.34,1205.59,1,2
2024-05-20,North,Product A,Online,SMB,8730.02,31,12,9,12,1,147,4643.85,808.83,1,2
2024-05-20,North,Product A,Retail Partner,Enterprise,10253.88,37,11,8,11,1,152,5598.06,556.63,1,1
2024-05-20,North,Product A,Retail Partner,SMB,5740.21,21,8,6,8,0,110,3082.89,301.29,1,1
2024-05-20,North,Product B,Online,Enterprise,6736.98,35,10,8,10,0,172,4144.53,640.34,1,1
2024-05-20,North,Product B,Online,SMB,4658.57,24,9,7,9,0,112,2846.49,466.71,1,2
2024-05-20,North,Product B,Retail Partner,Enterprise,4656.89,24,7,5,7,0,123,2803.9,250.81,0,1
2024-05-20,North,Product B,Retail Partner,SMB,3129.44,16,6,5,6,0,80,1910.23,164.18,0,1
2024-05-20,North,Product C,Online,Enterprise,11351.47,27,8,6,8,0,115,7043.82,1220.77,0,1
2024-05-20,North,Product C,Online,SMB,7937.77,19,7,6,7,0,87,4816.33,705.62,0,1
2024-05-20,North,Product C,Retail Partner,Enterprise,7784.11,18,5,4,5,0,85,4710.01,352.22,0,1
2024-05-20,North,Product C,Retail Partner,SMB,5091.89,12,5,4,5,0,63,3167.8,283.74,0,1
2024-05-20,South,Product A,Online,Enterprise,10097.91,36,10,8,10,0,199,5382.22,896.45,1,2
2024-05-20,South,Product A,Online,SMB,6602.74,24,9,7,9,1,126,3649.71,570.71,1,1
2024-05-20,South,Product A,Retail Partner,Enterprise,7830.62,28,8,6,8,1,134,4202.3,457.62,1,1
2024-05-20,South,Product A,Retail Partner,SMB,4606.48,17,6,5,6,0,95,2564.98,203.59,0,1
2024-05-20,South,Product B,Online,Enterprise,5765.63,29,8,7,8,0,138,3439.37,555.19,0,1
2024-05-20,South,Product B,Online,SMB,3339.43,17,7,5,7,0,96,2019.03,318.0,0,1
2024-05-20,South,Product B,Retail Partner,Enterprise,4011.0,21,6,5,6,0,104,2482.66,209.72,0,1
2024-05-20,South,Product B,Retail Partner,SMB,2716.76,14,5,4,5,0,70,1623.84,143.38,0,1
2024-05-20,South,Product C,Online,Enterprise,8568.39,20,6,4,6,0,105,5274.57,814.44,0,1
2024-05-20,South,Product C,Online,SMB,6316.64,15,6,4,6,0,66,3807.28,644.07,0,1
2024-05-20,South,Product C,Retail Partner,Enterprise,7254.31,17,5,4,5,0,70,4496.28,396.13,0,1
2024-05-20,South,Product C,Retail Partner,SMB,4144.18,10,4,3,4,0,49,2567.35,186.33,0,1
2024-05-20,East,Product A,Online,Enterprise,8819.19,32,9,7,9,1,150,4782.17,839.19,1,1
2024-05-20,East,Product A,Online,SMB,5741.85,21,8,6,8,0,114,3119.47,621.33,0,1
2024-05-20,East,Product A,Retail Partner,Enterprise,6383.98,23,7,5,7,0,122,3506.5,350.11,0,1
2024-05-20,East,Product A,Retail Partner,SMB,4140.59,15,6,5,6,0,86,2267.96,211.04,0,1
2024-05-20,East,Product B,Online,Enterprise,4291.91,22,6,5,6,0,118,2700.95,403.79,0,1
2024-05-20,East,Product B,Online,SMB,3246.27,16,6,5,6,0,83,1950.1,317.97,0,1
2024-05-20,East,Product B,Retail Partner,Enterprise,3464.43,18,5,4,5,0,92,2072.74,176.23,0,1
2024-05-20,East,Product B,Retail Partner,SMB,2492.37,13,5,3,5,0,54,1509.91,122.7,0,1
2024-05-20,East,Product C,Online,Enterprise,7956.98,19,5,4,5,0,80,4914.21,729.87,0,1
2024-05-20,East,Product C,Online,SMB,4909.88,12,4,4,4,0,57,3055.6,460.28,0,1
2024-05-20,East,Product C,Retail Partner,Enterprise,5505.12,13,4,3,4,0,64,3290.98,311.86,0,0
2024-05-20,East,Product C,Retail Partner,SMB,3592.82,8,3,2,3,0,41,2185.43,171.74,0,0
2024-05-20,West,Product A,Online,Enterprise,11376.1,42,12,9,12,1,207,6378.47,1056.54,1,2
2024-05-20,West,Product A,Online,SMB,7875.15,29,11,9,11,1,132,4411.78,653.86,1,2
2024-05-20,West,Product A,Retail Partner,Enterprise,8633.81,32,9,7,9,0,164,4816.05,468.59,1,1
2024-05-20,West,Product A,Retail Partner,SMB,5729.32,20,8,6,8,0,102,3085.41,313.61,1,1
2024-05-20,West,Product B,Online,Enterprise,6975.71,35,10,8,10,0,164,4094.05,715.75,0,2
2024-05-20,West,Product B,Online,SMB,3870.98,20,8,6,8,0,107,2343.97,396.08,0,1
2024-05-20,West,Product B,Retail Partner,Enterprise,4911.73,25,7,6,7,0,127,2952.02,250.21,0,1
2024-05-20,West,Product B,Retail Partner,SMB,2850.29,15,6,4,6,0,75,1731.31,142.85,0,1
2024-05-20,West,Product C,Online,Enterprise,9881.45,24,7,5,7,0,118,6094.52,949.79,0,1
2024-05-20,West,Product C,Online,SMB,7109.84,17,6,5,6,0,74,4316.34,732.08,0,1
2024-05-20,West,Product C,Retail Partner,Enterprise,6552.38,16,5,4,5,0,94,4129.28,348.87,0,1
2024-05-20,West,Product C,Retail Partner,SMB,4977.77,12,5,4,5,0,57,3096.51,221.78,0,1
2024-05-27,North,Product A,Online,Enterprise,13207.03,48,14,10,14,1,222,7166.17,1165.67,1,2
2024-05-27,North,Product A,Online,SMB,8695.8,31,12,10,12,1,143,4699.34,815.91,1,2
2024-05-27,North,Product A,Retail Partner,Enterprise,9039.07,33,9,7,9,1,158,4983.8,429.73,1,1
2024-05-27,North,Product A,Retail Partner,SMB,7009.41,25,10,8,10,0,109,3723.03,354.63,1,1
2024-05-27,North,Product B,Online,Enterprise,6775.76,35,10,8,10,1,174,4152.4,587.99,1,1
2024-05-27,North,Product B,Online,SMB,3933.25,21,8,6,8,0,110,2412.6,396.73,1,1
2024-05-27,North,Product B,Retail Partner,Enterprise,5148.15,26,8,6,8,0,107,3148.16,222.67,1,1
2024-05-27,North,Product B,Retail Partner,SMB,3220.55,16,6,5,6,0,79,1918.89,176.79,0,1
2024-05-27,North,Product C,Online,Enterprise,10353.12,25,7,5,7,0,141,6400.27,903.22,0,1
2024-05-27,North,Product C,Online,SMB,7406.35,17,7,5,7,0,81,4467.28,709.62,0,1
2024-05-27,North,Product C,Retail Partner,Enterprise,7914.46,19,5,4,5,0,97,4914.69,367.89,0,1
2024-05-27,North,Product C,Retail Partner,SMB,5211.32,12,5,4,5,0,62,3190.4,280.52,0,1
2024-05-27,South,Product A,Online,Enterprise,9991.69,36,10,8,10,1,186,5466.67,1024.0,1,2
2024-05-27,South,Product A,Online,SMB,7822.04,28,11,8,11,0,127,4223.24,800.12,1,2
2024-05-27,South,Product A,Retail Partner,Enterprise,7089.81,25,7,6,7,0,143,3806.38,364.8,0,1
2024-05-27,South,Product A,Retail Partner,SMB,5190.24,19,7,6,7,0,84,2879.3,262.0,0,1
2024-05-27,South,Product B,Online,Enterprise,5438.57,28,8,6,8,0,145,3340.77,533.81,1,1
2024-05-27,South,Product B,Online,SMB,3729.66,19,7,6,7,0,82,2231.93,339.4,0,1
2024-05-27,South,Product B,Retail Partner,Enterprise,3970.83,21,6,5,6,0,102,2431.74,205.0,0,1
2024-05-27,South,Product B,Retail Partner,SMB,2583.92,13,5,4,5,0,65,1538.84,132.09,0,1
2024-05-27,South,Product C,Online,Enterprise,9110.39,22,6,5,6,0,100,5751.7,857.31,0,1
2024-05-27,South,Product C,Online,SMB,5827.31,14,5,4,5,0,68,3522.37,535.53,0,1
2024-05-27,South,Product C,Retail Partner,Enterprise,6482.86,15,4,3,4,0,71,4040.2,375.27,0,1
2024-05-27,South,Product C,Retail Partner,SMB,4609.39,11,4,3,4,0,49,2867.73,224.45,0,0
2024-05-27,East,Product A,Online,Enterprise,9150.89,33,9,8,9,1,159,5006.25,875.12,1,1
2024-05-27,East,Product A,Online,SMB,5367.02,20,8,6,8,0,107,2951.7,490.53,1,1
2024-05-27,East,Product A,Retail Partner,Enterprise,6790.54,25,7,6,7,0,118,3721.57,347.64,0,1
2024-05-27,East,Product A,Retail Partner,SMB,4554.16,16,6,5,6,0,83,2480.66,246.73,0,1
2024-05-27,East,Product B,Online,Enterprise,4597.83,24,7,5,7,0,125,2795.13,461.07,0,1
2024-05-27,East,Product B,Online,SMB,2970.38,15,6,5,6,0,83,1814.6,276.15,0,1
2024-05-27,East,Product B,Retail Partner,Enterprise,3052.96,16,5,3,5,0,83,1868.07,153.34,0,1
2024-05-27,East,Product B,Retail Partner,SMB,2359.51,12,5,4,5,0,57,1438.5,123.94,0,1
2024-05-27,East,Product C,Online,Enterprise,7681.81,18,5,4,5,0,86,4695.67,708.45,0,1
2024-05-27,East,Product C,Online,SMB,4881.06,12,4,3,4,0,59,3047.26,450.33,0,1
2024-05-27,East,Product C,Retail Partner,Enterprise,5902.92,14,4,3,4,0,62,3572.3,335.2,0,1
2024-05-27,East,Product C,Retail Partner,SMB,3771.8,9,3,3,3,0,44,2302.44,167.6,0,0
2024-05-27,West,Product A,Online,Enterprise,11857.85,42,12,10,12,1,200,6325.12,1038.78,1,1
2024-05-27,West,Product A,Online,SMB,7928.17,28,11,8,11,1,140,4340.88,745.94,1,2
2024-05-27,West,Product A,Retail Partner,Enterprise,8580.21,31,9,7,9,0,158,4698.1,472.36,1,1
2024-05-27,West,Product A,Retail Partner,SMB,5898.4,22,8,6,8,0,97,3272.92,299.22,1,1
2024-05-27,West,Product B,Online,Enterprise,6904.74,35,10,8,10,0,160,4125.01,631.09,1,1
2024-05-27,West,Product B,Online,SMB,4226.51,21,8,7,8,1,110,2559.67,472.77,0,1
2024-05-27,West,Product B,Retail Partner,Enterprise,4846.21,25,7,6,7,0,105,2967.74,253.52,0,1
2024-05-27,West,Product B,Retail Partner,SMB,3125.81,16,6,5,6,0,70,1944.26,169.3,0,1
2024-05-27,West,Product C,Online,Enterprise,9634.52,23,6,5,6,0,119,5819.48,925.13,0,1
2024-05-27,West,Product C,Online,SMB,6429.69,15,6,5,6,0,81,3987.58,538.8,0,1
2024-05-27,West,Product C,Retail Partner,Enterprise,6684.27,16,5,4,5,0,88,4102.09,342.52,0,1
2024-05-27,West,Product C,Retail Partner,SMB,4450.47,11,4,3,4,0,54,2795.39,202.95,0,1
2024-06-03,North,Product A,Online,Enterprise,13275.36,48,14,11,14,1,264,7104.93,1078.19,1,2
2024-06-03,North,Product A,Online,SMB,7641.12,28,11,8,11,1,153,4279.22,793.88,1,1
2024-06-03,North,Product A,Retail Partner,Enterprise,8590.17,31,9,7,9,0,169,4718.33,515.53,0,1
2024-06-03,North,Product A,Retail Partner,SMB,5754.79,21,8,6,8,0,119,3115.53,327.36,0,1
2024-06-03,North,Product B,Online,Enterprise,7093.16,36,10,8,10,1,169,4366.53,684.5,1,1
2024-06-03,North,Product B,Online,SMB,4565.49,24,9,7,9,0,113,2825.6,408.31,1,1
2024-06-03,North,Product B,Retail Partner,Enterprise,4608.54,24,7,5,7,0,124,2812.75,245.03,1,1
2024-06-03,North,Product B,Retail Partner,SMB,3181.06,17,6,5,6,0,79,2000.07,162.89,0,1
2024-06-03,North,Product C,Online,Enterprise,11234.24,27,8,6,8,0,131,6980.44,1181.7,0,1
